datetime	A1B-A	A1B-B	A1B-C	A1B-BASELINE	RCP85-A	RCP85-B	RCP85-C	RCP85-BASELINE
1981-10-31	0.009279999999999997	0.009279999999999997	0.009279999999999997	0.009279999999999997	1.0288899999999999	1.0288899999999999	1.0288899999999999	1.0288899999999999
1981-11-30	8.22832	8.22832	8.22832	8.22832	3.035750000000001	3.035750000000001	3.035750000000001	3.035750000000001
1981-12-31	10.128370000000007	10.128370000000007	10.128370000000007	10.128370000000007	4.660729999999999	4.660729999999999	4.660729999999999	4.660729999999999
1982-01-31	10.23245	10.23245	10.23245	10.23245	4.850750000000001	4.850750000000001	4.850750000000001	4.850750000000001
1982-02-28	14.961429999999991	14.961429999999991	14.961429999999991	14.961429999999991	9.902709999999995	9.902709999999995	9.902709999999995	9.902709999999995
1982-03-31	9.127870000000007	9.127870000000007	9.127870000000007	9.127870000000007	9.588609999999996	9.588609999999996	9.588609999999996	9.588609999999996
1982-04-30	3.161940000000005	3.161940000000005	3.161940000000005	3.161940000000005	4.609219999999999	4.609219999999999	4.609219999999999	4.609219999999999
1982-05-31	0.10077000000000004	0.10077000000000004	0.10077000000000004	0.10077000000000004	0.024399999999999988	0.024399999999999988	0.024399999999999988	0.024399999999999988
1982-06-30	0.0	0.0	0.0	0.0	1.1707900000000016	1.1707900000000016	1.1707900000000016	1.1707900000000016
1982-07-31	0.0005900000000000005	0.0005900000000000005	0.0005900000000000005	0.0005900000000000005	0.0	0.0	0.0	0.0
1982-08-31	0.00016	0.00016	0.00016	0.00016	0.0	0.0	0.0	0.0
1982-09-30	0.048	0.048	0.048	0.048	0.01677999999999998	0.01677999999999998	0.01677999999999998	0.01677999999999998
1982-10-31	0.00027000000000000006	0.00027000000000000006	0.00027000000000000006	0.00027000000000000006	1.0967299999999995	1.0967299999999995	1.0967299999999995	1.0967299999999995
1982-11-30	3.9143400000000024	3.9143400000000024	3.9143400000000024	3.9143400000000024	5.185369999999991	5.185369999999991	5.185369999999991	5.185369999999991
1982-12-31	3.2752100000000017	3.2752100000000017	3.2752100000000017	3.2752100000000017	9.521429999999995	9.521429999999995	9.521429999999995	9.521429999999995
1983-01-31	8.251129999999996	8.251129999999996	8.251129999999996	8.251129999999996	19.015850000000007	19.015850000000007	19.015850000000007	19.015850000000007
1983-02-28	14.835760000000006	14.835760000000006	14.835760000000006	14.835760000000006	9.551149999999994	9.551149999999994	9.551149999999994	9.551149999999994
1983-03-31	8.29746999999999	8.29746999999999	8.29746999999999	8.29746999999999	11.165510000000003	11.165510000000003	11.165510000000003	11.165510000000003
1983-04-30	1.167139999999999	1.167139999999999	1.167139999999999	1.167139999999999	10.12237999999999	10.12237999999999	10.12237999999999	10.12237999999999
1983-05-31	0.19558000000000011	0.19558000000000011	0.19558000000000011	0.19558000000000011	0.8367199999999988	0.8367199999999988	0.8367199999999988	0.8367199999999988
1983-06-30	0.0007	0.0007	0.0007	0.0007	0.14492000000000016	0.14492000000000016	0.14492000000000016	0.14492000000000016
1983-07-31	0.0	0.0	0.0	0.0	0.18431000000000008	0.18431000000000008	0.18431000000000008	0.18431000000000008
1983-08-31	0.0	0.0	0.0	0.0	0.016499999999999994	0.016499999999999994	0.016499999999999994	0.016499999999999994
1983-09-30	0.022199999999999998	0.022199999999999998	0.022199999999999998	0.022199999999999998	0.06251999999999999	0.06251999999999999	0.06251999999999999	0.06251999999999999
1983-10-31	0.01323	0.01323	0.01323	0.01323	0.80534	0.80534	0.80534	0.80534
1983-11-30	2.8008100000000002	2.8008100000000002	2.8008100000000002	2.8008100000000002	7.765330000000006	7.765330000000006	7.765330000000006	7.765330000000006
1983-12-31	15.369290000000001	15.369290000000001	15.369290000000001	15.369290000000001	15.378089999999993	15.378089999999993	15.378089999999993	15.378089999999993
1984-01-31	8.890749999999997	8.890749999999997	8.890749999999997	8.890749999999997	18.992869999999968	18.992869999999968	18.992869999999968	18.992869999999968
1984-02-29	14.130699999999997	14.130699999999997	14.130699999999997	14.130699999999997	15.979869999999995	15.979869999999995	15.979869999999995	15.979869999999995
1984-03-31	6.188889999999994	6.188889999999994	6.188889999999994	6.188889999999994	7.968950000000001	7.968950000000001	7.968950000000001	7.968950000000001
1984-04-30	2.9456200000000017	2.9456200000000017	2.9456200000000017	2.9456200000000017	0.5918599999999999	0.5918599999999999	0.5918599999999999	0.5918599999999999
1984-05-31	1.5518699999999996	1.5518699999999996	1.5518699999999996	1.5518699999999996	0.24562000000000053	0.24562000000000053	0.24562000000000053	0.24562000000000053
1984-06-30	0.12359999999999992	0.12359999999999992	0.12359999999999992	0.12359999999999992	0.05030000000000003	0.05030000000000003	0.05030000000000003	0.05030000000000003
1984-07-31	0.0034600000000000004	0.0034600000000000004	0.0034600000000000004	0.0034600000000000004	0.0	0.0	0.0	0.0
1984-08-31	0.004110000000000001	0.004110000000000001	0.004110000000000001	0.004110000000000001	0.007439999999999996	0.007439999999999996	0.007439999999999996	0.007439999999999996
1984-09-30	0.0	0.0	0.0	0.0	0.08073999999999996	0.08073999999999996	0.08073999999999996	0.08073999999999996
1984-10-31	2.4871300000000014	2.4871300000000014	2.4871300000000014	2.4871300000000014	0.19905	0.19905	0.19905	0.19905
1984-11-30	2.5611400000000013	2.5611400000000013	2.5611400000000013	2.5611400000000013	8.21433	8.21433	8.21433	8.21433
1984-12-31	4.425790000000001	4.425790000000001	4.425790000000001	4.425790000000001	17.80613000000001	17.80613000000001	17.80613000000001	17.80613000000001
